2.217600000000000016e+00 2.217047697707461129e+00 2.211067047210206749e+00 2.176279397822164174e+00 2.100097908008896841e+00 2.004107055085050604e+00 1.900737371429564782e+00 1.799120493080629934e+00 1.706443757239288095e+00 1.625124785936841176e+00 1.555574367113971013e+00 1.497871683436362344e+00 1.451185442638526224e+00 1.414247430286361906e+00 1.385645737388569998e+00 1.363743222735688709e+00 1.347238842809299397e+00 1.334931990120593381e+00 1.325849349655585874e+00 1.319157030215742488e+00 1.314260058119689933e+00 1.310690487182480046e+00 1.308100379783923461e+00 1.306214978088832579e+00 1.304848561610976398e+00 1.303859224552973206e+00 1.303143450223575028e+00 1.302626964021033507e+00 1.302252544632183762e+00 1.301981967611633317e+00 1.301786493573207082e+00 1.301645617711295833e+00 1.301543636545537286e+00 1.301469874688806483e+00 1.301416880254689268e+00 1.301378837855286186e+00 1.301350823564024983e+00 1.301330913158063707e+00 1.301317453263626245e+00 1.301306674729119539e+00
2.159850000000000048e+00 2.159300679316177973e+00 2.153348134404356351e+00 2.118653610193751646e+00 2.042531979743494652e+00 1.946557779678831812e+00 1.843184906335670004e+00 1.741553257416445399e+00 1.648855825741805115e+00 1.567513790996195588e+00 1.497940123352708097e+00 1.440215616461353987e+00 1.393509945208109224e+00 1.356555367090263697e+00 1.327940082090340868e+00 1.306026685289249478e+00 1.289513822902425666e+00 1.277200482108741486e+00 1.268112958485055453e+00 1.261416988985815779e+00 1.256517323201037373e+00 1.252945770422271066e+00 1.250354218042644350e+00 1.248467760419633477e+00 1.247100576598135557e+00 1.246110682005228121e+00 1.245394503662648811e+00 1.244877725864250717e+00 1.244503095347323507e+00 1.244232366910228205e+00 1.244036779261707304e+00 1.243895822552458563e+00 1.243793782597443887e+00 1.243719982787737433e+00 1.243666961412656313e+00 1.243628897618028528e+00 1.243600864725271871e+00 1.243580942981799886e+00 1.243567479589426705e+00 1.243556686933569688e+00
2.102100000000000080e+00 2.101552389696812462e+00 2.095615947925226763e+00 2.060974669982918783e+00 1.984886980710188764e+00 1.888922195449980856e+00 1.785547559689199648e+00 1.683907621061889515e+00 1.591198527840216537e+00 1.509843447480827772e+00 1.440256579089970179e+00 1.382519635930731017e+00 1.335802855634385278e+00 1.298838779419144496e+00 1.270215682854915595e+00 1.248296019976321114e+00 1.231778265913461956e+00 1.219461179196716705e+00 1.210370834385468664e+00 1.203672754009111223e+00 1.198771529760386922e+00 1.195198829889170700e+00 1.192606440945259250e+00 1.190719372081076255e+00 1.189351743653078941e+00 1.188361526349294151e+00 1.187645114082945819e+00 1.187128167365292253e+00 1.186753414152060593e+00 1.186482598187930559e+00 1.186286944220747097e+00 1.186145941333484055e+00 1.186043867300683896e+00 1.185970045470433165e+00 1.185917008434700159e+00 1.185878932211055226e+00 1.185850888599919051e+00 1.185830960281965218e+00 1.185817494846248765e+00 1.185806694014285956e+00
2.044350000000000112e+00 2.043802841415336857e+00 2.037870605821437753e+00 2.003242751062251692e+00 1.927163044327721897e+00 1.831200403073507621e+00 1.727825404094339268e+00 1.626183630056829088e+00 1.533471886916589755e+00 1.452113761368681866e+00 1.382523728437465849e+00 1.324783729166710167e+00 1.278064158438895426e+00 1.241097651705485916e+00 1.212472525576510973e+00 1.190551214840382732e+00 1.174032162157637282e+00 1.161714073787139423e+00 1.152622970348754494e+00 1.145924320080541348e+00 1.141022673915227381e+00 1.137449662678253315e+00 1.134857046326711583e+00 1.132969811543005800e+00 1.131602061882666099e+00 1.130611756749391406e+00 1.129895280787162504e+00 1.129378287989376117e+00 1.129003501010684474e+00 1.128732661266167669e+00 1.128536989246958111e+00 1.128395973856475498e+00 1.128293890504332264e+00 1.128220062633258580e+00 1.128167021274685711e+00 1.128128941627126958e+00 1.128100895143053339e+00 1.128080965024717663e+00 1.128067499016023323e+00 1.128056695956468625e+00
1.986599999999999921e+00 1.986052044313507237e+00 1.980112200871468442e+00 1.945457996006315859e+00 1.869360290941043168e+00 1.773392500750794243e+00 1.670018515380998991e+00 1.568381336751117683e+00 1.475675934070740825e+00 1.394324746694282746e+00 1.324741573207677492e+00 1.267007890411700588e+00 1.220293844071864031e+00 1.183331973269968085e+00 1.154710600059530634e+00 1.132792260975203469e+00 1.116275504284322428e+00 1.103959160042476961e+00 1.094869362609010244e+00 1.088171684418878238e+00 1.083270753586027535e+00 1.079698267462372741e+00 1.077106033397684959e+00 1.075219077659181677e+00 1.073851530343614469e+00 1.072861372580282913e+00 1.072145003244853401e+00 1.071628087326834899e+00 1.071253355621171632e+00 1.070982556017032961e+00 1.070786914124221445e+00 1.070645919965787840e+00 1.070543852089421488e+00 1.070470034194696662e+00 1.070416999897311428e+00 1.070378925862349950e+00 1.070350884319214213e+00 1.070330957183314169e+00 1.070317492084682742e+00 1.070306692748407951e+00
1.928849999999999953e+00 1.928300005549098417e+00 1.922340800880335765e+00 1.887620516356236733e+00 1.811478827804050784e+00 1.715498584185923825e+00 1.612126972563129090e+00 1.510500799756893331e+00 1.417810708076086890e+00 1.336476425513319910e+00 1.266910122888774026e+00 1.209192120812641713e+00 1.162491908903840798e+00 1.125541738318052598e+00 1.096929900018071447e+00 1.075019152525847232e+00 1.058508287278617122e+00 1.046196433886709132e+00 1.037110007243490006e+00 1.030414844076529501e+00 1.025515766552076213e+00 1.021944642718614071e+00 1.019353400961825917e+00 1.017467169683301087e+00 1.016100148969316663e+00 1.015110373411437950e+00 1.014394281083705662e+00 1.013877565087685673e+00 1.013502978358531648e+00 1.013232282357479974e+00 1.013036718689084736e+00 1.012895779547769104e+00 1.012793751968872114e+00 1.012719960095213700e+00 1.012666944277589298e+00 1.012628884915340199e+00 1.012600856102400471e+00 1.012580936738125104e+00 1.012567474042065818e+00 1.012556684381500371e+00
1.871099999999999985e+00 1.870546729630196747e+00 1.864556448934774346e+00 1.829730392852035648e+00 1.753518749076411254e+00 1.657518746568645396e+00 1.554150857800968399e+00 1.452542083903073822e+00 1.359876255336486039e+00 1.278568827867393232e+00 1.209029394619128617e+00 1.151336428404644563e+00 1.104658355216525889e+00 1.067726945935759453e+00 1.039130423074716925e+00 1.017231886689071718e+00 1.000730508462452040e+00 9.884258930066148752e-01 9.793449028320343475e-01 9.726537979687647217e-01 9.677577119778916215e-01 9.641887873639697348e-01 9.615991483381997051e-01 9.597140870140139501e-01 9.583479172854775241e-01 9.573587589928049812e-01 9.566431140812764466e-01 9.561267210964894403e-01 9.557523690056406451e-01 9.554818402438033376e-01 9.552864028293148735e-01 9.551455525305295735e-01 9.550435900874221229e-01 9.549698402971380506e-01 9.549168544003718839e-01 9.548788187864504229e-01 9.548508104760711213e-01 9.548309036766499114e-01 9.548174448818350646e-01 9.548066708502569444e-01
1.813350000000000017e+00 1.812792218443656234e+00 1.806759163617422503e+00 1.771787675634698411e+00 1.695480135834483981e+00 1.599453078563912944e+00 1.496090256367189841e+00 1.394505260192019591e+00 1.301872629844075036e+00 1.220601991748922810e+00 1.151099413161466689e+00 1.093440828093955819e+00 1.046793191192798345e+00 1.009887600084655723e+00 9.813121707586112130e-01 9.594304637131206848e-01 9.429421674951994348e-01 9.306475368526774261e-01 9.215740483875489719e-01 9.148885452872184132e-01 9.099965892175284621e-01 9.064307013344561348e-01 9.038432751296616718e-01 9.019598297438101708e-01 9.005948350712573713e-01 8.996065292370234445e-01 8.988915021574575004e-01 8.983755552876325767e-01 8.980015274249706358e-01 8.977312296665778124e-01 8.975359664822284422e-01 8.973952388837332927e-01 8.972933664215693161e-01 8.972196747845542220e-01 8.971667302599289906e-01 8.971287274770795017e-01 8.971007474331502696e-01 8.970808579935243277e-01 8.970674046014027736e-01 8.970566521523147818e-01
1.755600000000000049e+00 1.755036471277822141e+00 1.748948939180464679e+00 1.713792384420375958e+00 1.637363056096349245e+00 1.541301668307943462e+00 1.437945256616900869e+00 1.336390405758363764e+00 1.243799893138112234e+00 1.162575963066255325e+00 1.093120210876655785e+00 1.035505341640253985e+00 9.888964309059503632e-01 9.520237095960497609e-01 9.234751485028279694e-01 9.016148868969238173e-01 8.851432663738022510e-01 8.728613666396041193e-01 8.637974449779094455e-01 8.571190867439790750e-01 8.522323987541142731e-01 8.486703847493815012e-01 8.460857816827412892e-01 8.442043978907053381e-01 8.428409023437749559e-01 8.418536842404327203e-01 8.411394453678769922e-01 8.406240677011794782e-01 8.402504535536902130e-01 8.399804506462322795e-01 8.397854096327247442e-01 8.396448386184262036e-01 8.395430809795172422e-01 8.394694635632135027e-01 8.394165718595917314e-01 8.393786109890700731e-01 8.393506669760293359e-01 8.393307996905324808e-01 8.393173532018709526e-01 8.393066282884437124e-01
1.697849999999999859e+00 1.697279484839614216e+00 1.691125745679147530e+00 1.655744508649590996e+00 1.579167564860940454e+00 1.483064601410730710e+00 1.379715949961468180e+00 1.278197603829988926e+00 1.185658114264823704e+00 1.104490795608962461e+00 1.035091827697158351e+00 9.775299976382939571e-01 9.309680943081465321e-01 8.941352881644109019e-01 8.656193656410253734e-01 8.437851625886850782e-01 8.273338094324128589e-01 8.150673853464736052e-01 8.060150944635090520e-01 7.993454235985294476e-01 7.944651414637452502e-01 7.909078382127601170e-01 7.883266684245445743e-01 7.864477917943576424e-01 7.850861193401782456e-01 7.841002241467772693e-01 7.833869438984910616e-01 7.828722584794206574e-01 7.824991473983146095e-01 7.822295032294239725e-01 7.820347323109270166e-01 7.818943517868900406e-01 7.817927338011343430e-01 7.817192066604602418e-01 7.816663792114587617e-01 7.816284693242238069e-01 7.816005691165635039e-01 7.815807287766088907e-01 7.815672906879843618e-01 7.815565992625528313e-01
